"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22565","Search Bus","Google Chrome","2026-07-16","failed","2026-07-16","","SearchBus.spec.ts","",""
